date,run,dataset,n_instances,n_fn_evaluable,file_top1,file_top1_voted,file_top3,file_top5,file_top10,file_top1_ci95_lo,file_top1_ci95_hi,fn_top1,fn_top3,fn_top5,fn_top10,elapsed_s,reranker,multi_anchor,local_filter
2026-06-13,hyde_agentic7_sf1,n114,114,102,0.6666666666666666,0.6491228070175439,0.7894736842105263,0.8157894736842105,0.8596491228070176,0.5759462411867157,0.746520527764147,0.14705882352941177,0.22549019607843138,0.3137254901960784,0.39215686274509803,3561.33,llamacpp,full,soft_score
2026-06-13,hyde_agentic2_sf2,n114,114,102,0.6578947368421053,0.6403508771929824,0.8070175438596491,0.8157894736842105,0.868421052631579,0.5669355094370843,0.7385593243058386,0.13725490196078433,0.2549019607843137,0.27450980392156865,0.4019607843137255,2212.02,llamacpp,full,soft_score
2026-06-13,hyde_agentic2_sf1,n114,114,102,0.7192982456140351,0.7105263157894737,0.8245614035087719,0.8333333333333334,0.868421052631579,0.6307043808759686,0.7935939993225353,0.14705882352941177,0.2549019607843137,0.30392156862745096,0.4117647058823529,2252.97,llamacpp,full,soft_score
2026-06-12,hyde_control_sf1,n114,114,102,0.6929824561403509,0.6578947368421053,0.8070175438596491,0.8333333333333334,0.868421052631579,0.6031723261159854,0.7702102484586981,0.16666666666666666,0.24509803921568626,0.27450980392156865,0.3333333333333333,2099.0,llamacpp,full,soft_score
2026-06-12,hyde_agentic4_sf1b,n94,94,85,0.648936170212766,0.6276595744680851,0.7872340425531915,0.8297872340425532,0.851063829787234,0.5483301998756748,0.7378466410590606,0.16470588235294117,0.24705882352941178,0.29411764705882354,0.38823529411764707,2657.55,llamacpp,full,soft_score
2026-06-12,full114_p2_s1,n114,114,102,0.7105263157894737,0.6842105263157895,0.8070175438596491,0.8333333333333334,0.8596491228070176,0.6214916727333843,0.7858347722571792,0.1568627450980392,0.2549019607843137,0.30392156862745096,0.38235294117647056,2692.0,llamacpp,full,soft_score
2026-05-27,n114_p1p2,n114,114,102,0.7719298245614035,0.7631578947368421,0.8333333333333334,0.868421052631579,0.8859649122807017,0.6867898547765523,0.8393401366695923,0.17647058823529413,0.2549019607843137,0.28431372549019607,0.4117647058823529,3870.08,llamacpp,full,soft_score
2026-05-27,n114_p1,n114,114,102,0.7807017543859649,0.7631578947368421,0.8421052631578947,0.868421052631579,0.8859649122807017,0.6962846550636637,0.8468172715904212,0.17647058823529413,0.2647058823529412,0.30392156862745096,0.37254901960784315,2261.2,llamacpp,full,soft_score
2026-05-27,n114_instr,n114,114,102,0.7631578947368421,0.7368421052631579,0.8421052631578947,0.8596491228070176,0.8771929824561403,0.6773396355726481,0.8318184206655564,0.19607843137254902,0.29411764705882354,0.3431372549019608,0.39215686274509803,2348.94,llamacpp,full,soft_score
2026-05-27,n114_full,n114,114,102,0.7894736842105263,0.7807017543859649,0.8421052631578947,0.8771929824561403,0.8859649122807017,0.7058258545306216,0.8542480073314033,0.18627450980392157,0.29411764705882354,0.3235294117647059,0.4019607843137255,2485.77,llamacpp,full,soft_score
2026-05-26,n114_truebase,n114,114,102,0.7807017543859649,0.7631578947368421,0.8421052631578947,0.868421052631579,0.8859649122807017,0.6962846550636637,0.8468172715904212,0.20588235294117646,0.2647058823529412,0.3137254901960784,0.37254901960784315,1828.84,llamacpp,full,soft_score
2026-05-26,n114_C,n114,114,102,0.7280701754385965,0.7280701754385965,0.8245614035087719,0.8333333333333334,0.8771929824561403,0.6399537039713868,0.8013166114350571,0.13725490196078433,0.2549019607843137,0.30392156862745096,0.4019607843137255,2003.09,llamacpp,full,soft_score
2026-05-26,n114_BDc,n114,114,102,0.7631578947368421,0.7631578947368421,0.8421052631578947,0.868421052631579,0.8859649122807017,0.6773396355726481,0.8318184206655564,0.20588235294117646,0.2647058823529412,0.30392156862745096,0.37254901960784315,2558.56,llamacpp,full,soft_score
2026-05-25,multi_anchor_v16_A_05,n114,114,102,0.7192982456140351,0.7192982456140351,0.8245614035087719,0.8333333333333334,0.8771929824561403,0.6307043808759686,0.7935939993225353,0.13725490196078433,0.2549019607843137,0.30392156862745096,0.4019607843137255,2107.2,llamacpp,full,soft_score
2026-05-23,multi_anchor_v16_A,n114,114,102,0.7280701754385965,0.7280701754385965,0.8157894736842105,0.8508771929824561,0.8771929824561403,0.6399537039713868,0.8013166114350571,0.10784313725490197,0.1568627450980392,0.22549019607843138,0.35294117647058826,10050.24,,,
2026-05-22,multi_anchor_v16_off_djangoOnly,n114,114,102,0.6929824561403509,0.7192982456140351,0.7807017543859649,0.8157894736842105,0.8333333333333334,0.6031723261159854,0.7702102484586981,0.06862745098039216,0.13725490196078433,0.17647058823529413,0.18627450980392157,1417.7,,,
2026-05-22,multi_anchor_v16_off_dedup,n114,114,102,0.7017543859649122,0.7280701754385965,0.7631578947368421,0.8070175438596491,0.8070175438596491,0.6123146161519669,0.7780398936306564,0.0392156862745098,0.14705882352941177,0.18627450980392157,0.22549019607843138,1479.8,,,
2026-05-21,multi_anchor_v16_off_v2,n114,114,102,0.7105263157894737,0.7105263157894737,0.8070175438596491,0.8245614035087719,0.8333333333333334,0.6214916727333843,0.7858347722571792,0.08823529411764706,0.1568627450980392,0.18627450980392157,0.22549019607843138,1392.39,,,
2026-05-20,multi_anchor_v16_off,n114,114,102,0.7368421052631579,0.7719298245614035,0.868421052631579,0.8859649122807017,0.8859649122807017,0.6492406917150557,0.8090015588993282,0.1568627450980392,0.21568627450980393,0.24509803921568626,0.27450980392156865,1184.66,,,
2026-05-19,phase1_reranker_on_sat,n114,114,102,0.7280701754385965,0.7719298245614035,0.8771929824561403,0.8771929824561403,0.8859649122807017,0.6399537039713868,0.8013166114350571,0.18627450980392157,0.22549019607843138,0.23529411764705882,0.28431372549019607,1259.23,,,
2026-05-18,multi_anchor_v0_saturation-only,n114,114,102,0.6842105263157895,0.7192982456140351,0.8245614035087719,0.8596491228070176,0.9035087719298246,0.5940639890594854,0.7623466503072578,0.13725490196078433,0.21568627450980393,0.24509803921568626,0.28431372549019607,153.64,,,
2026-05-18,multi_anchor_v0_off,n114,114,102,0.6842105263157895,0.7192982456140351,0.8245614035087719,0.8596491228070176,0.9035087719298246,0.5940639890594854,0.7623466503072578,0.13725490196078433,0.21568627450980393,0.24509803921568626,0.28431372549019607,590.3,,,
2026-05-18,multi_anchor_v0_full,n114,114,102,0.6842105263157895,0.7192982456140351,0.8245614035087719,0.8596491228070176,0.9035087719298246,0.5940639890594854,0.7623466503072578,0.13725490196078433,0.21568627450980393,0.24509803921568626,0.28431372549019607,153.41,,,
2026-05-18,multi_anchor_v0_calls-only,n114,114,102,0.6842105263157895,0.7192982456140351,0.8245614035087719,0.8596491228070176,0.9035087719298246,0.5940639890594854,0.7623466503072578,0.13725490196078433,0.21568627450980393,0.24509803921568626,0.28431372549019607,154.86,,,
